(001,1280.5)
(002,1280.0)
(003,1281.0)
(004,1281.0)
(005,1280.0)
(006,1280.0)
(007,1278.0)
(008,1275.0)
(009,1273.0)
(010,1274.5)
(011,1276.5)
(012,1277.0)
(013,1277.0)
(014,1273.0)
(015,1267.0)
(016,1266.0)
(017,1271.5)
(018,1277.5)
(019,1280.0)
(020,1283.0)
(021,1280.5)
(022,1276.5)
(023,1271.5)
(024,1265.0)
(025,1265.5)
(026,1268.5)
(027,1273.0)
(028,1277.5)
(029,1277.5)
(030,1275.5)
(031,1276.0)
(032,1277.0)
(033,1277.5)
(034,1278.0)
(035,1280.0)
(036,1280.5)
(037,1280.0)
(038,1280.0)
(039,1278.5)
(040,1275.0)
(041,1272.5)
(042,1274.0)
(043,1277.5)
(044,1280.0)
(045,1278.5)
(046,1273.0)
(047,1266.0)
(048,1265.0)
(049,1269.5)
(050,1275.0)
(051,1276.5)
(052,1276.5)
(053,1277.0)
(054,1279.0)
(055,1278.0)
(056,1276.5)
(057,1271.0)
(058,1265.5)
(059,1268.0)
(060,1274.0)
(061,1280.5)
(062,1281.5)
(063,1279.5)
(064,1273.5)
(065,1270.5)
(066,1274.0)
(067,1278.5)
(068,1279.0)
(069,1279.5)
(070,1277.0)
(071,1275.0)
(072,1276.5)
(073,1278.5)
(074,1278.0)
(075,1277.0)
(076,1275.5)
(077,1277.0)
(078,1280.0)
(079,1281.0)
(080,1280.5)
(081,1277.5)
(082,1273.5)
(083,1272.0)
(084,1273.5)
(085,1278.0)
(086,1280.5)
(087,1280.5)
(088,1280.5)
(089,1278.5)
(090,1276.5)
(091,1275.5)
(092,1274.5)
(093,1276.5)
(094,1279.5)
(095,1281.0)
(096,1281.0)
(097,1278.5)
(098,1274.5)
(099,1272.5)
(100,1275.0)
(101,1280.5)
(102,1282.5)
(103,1282.5)
(104,1280.5)
(105,1277.5)
(106,1275.0)
(107,1276.5)
(108,1278.5)
(109,1280.5)
(110,1279.0)
(111,1277.5)
(112,1275.5)
(113,1278.0)
(114,1280.0)
(115,1281.0)
(116,1280.5)
(117,1279.5)
(118,1278.0)
(119,1278.5)
(120,1279.0)
(121,1279.0)
(122,1279.5)
(123,1279.0)
(124,1279.0)
(125,1279.5)
(126,1280.0)
(127,1280.5)
(128,1279.0)
(129,1278.0)
(130,1277.5)
(131,1279.0)
(132,1280.5)
(133,1281.5)
(134,1280.0)
(135,1278.5)
(136,1278.5)
(137,1279.0)
(138,1280.5)
(139,1282.0)
(140,1281.0)
(141,1280.0)
(142,1279.0)
(143,1279.0)
(144,1280.5)
(145,1282.0)
(146,1281.0)
(147,1280.0)
(148,1280.0)
(149,1278.5)
(150,1280.0)
