(001,974.5)
(002,974.5)
(003,975.5)
(004,976.5)
(005,973.0)
(006,964.0)
(007,963.5)
(008,971.0)
(009,974.0)
(010,957.5)
(011,941.5)
(012,951.0)
(013,981.5)
(014,982.0)
(015,978.0)
(016,953.5)
(017,941.0)
(018,955.0)
(019,977.5)
(020,981.5)
(021,977.0)
(022,963.0)
(023,948.5)
(024,956.0)
(025,971.5)
(026,973.0)
(027,965.5)
(028,959.0)
(029,959.5)
(030,972.5)
(031,977.0)
(032,970.5)
(033,953.0)
(034,950.5)
(035,963.0)
(036,973.5)
(037,967.5)
(038,959.5)
(039,959.0)
(040,966.0)
(041,973.5)
(042,968.0)
(043,956.0)
(044,961.5)
(045,974.5)
(046,978.5)
(047,975.5)
(048,963.0)
(049,963.0)
(050,973.0)
(051,978.5)
(052,973.0)
(053,964.5)
(054,966.5)
(055,976.5)
(056,978.5)
(057,967.5)
(058,963.5)
(059,963.0)
(060,979.0)
(061,979.0)
(062,974.5)
(063,961.5)
(064,962.5)
(065,971.0)
(066,978.0)
(067,975.5)
(068,965.0)
(069,960.5)
(070,967.0)
(071,981.0)
(072,977.0)
(073,965.0)
(074,963.0)
(075,973.0)
(076,975.5)
(077,973.5)
(078,968.5)
(079,966.5)
(080,971.5)
(081,975.5)
(082,973.5)
(083,966.0)
(084,967.5)
(085,973.5)
(086,976.0)
(087,973.0)
(088,969.5)
(089,968.0)
(090,970.0)
(091,974.5)
(092,976.5)
(093,970.5)
(094,966.5)
(095,967.5)
(096,970.5)
(097,973.5)
(098,970.0)
(099,971.0)
(100,973.5)
(101,973.5)
(102,970.5)
(103,970.0)
(104,971.0)
(105,971.0)
(106,971.0)
(107,974.5)
(108,976.5)
(109,973.0)
(110,969.5)
(111,971.5)
(112,976.5)
(113,975.5)
(114,971.5)
(115,970.5)
(116,971.5)
(117,973.0)
(118,972.5)
(119,974.0)
(120,975.5)
(121,972.5)
(122,971.5)
(123,972.5)
(124,976.0)
(125,974.0)
(126,973.5)
(127,974.0)
(128,973.0)
(129,970.5)
(130,972.5)
(131,973.5)
(132,974.0)
(133,973.5)
(134,969.5)
(135,971.0)
(136,974.5)
(137,974.5)
(138,975.0)
(139,972.5)
(140,974.0)
(141,973.0)
(142,972.0)
(143,973.5)
(144,974.5)
(145,972.0)
(146,969.5)
(147,969.0)
(148,977.0)
(149,979.0)
(150,975.0)
