(001, 765.4, N/A)
(002, 765.4, N/A)
(003, 765.4, N/A)
(004, 765.4, N/A)
(005, 765.4, N/A)
(006, 737.0, N/A)
(007, 737.0, N/A)
(008, 765.4, N/A)
(009, 765.4, N/A)
(010, 737.0, N/A)
(011, 737.0, 750.054)
(012, 765.4, 757.384)
(013, 765.4, 760.312)
(014, 765.4, 764.667)
(015, 765.4, 762.573)
(016, 737.0, 752.463)
(017, 737.0, 748.041)
(018, 737.0, 744.710)
(019, 737.0, 742.493)
(020, 765.4, 751.917)
(021, 793.7, 769.842)
(022, 793.7, 779.761)
(023, 737.0, 761.463)
(024, 737.0, 750.046)
(025, 737.0, 745.366)
(026, 765.4, 754.112)
(027, 765.4, 757.925)
(028, 765.4, 759.722)
(029, 765.4, 759.663)
(030, 737.0, 749.943)
(031, 737.0, 743.928)
(032, 765.4, 749.833)
(033, 765.4, 756.503)
(034, 765.4, 761.075)
(035, 765.4, 761.704)
(036, 737.0, 752.662)
(037, 737.0, 745.354)
(038, 737.0, 743.473)
(039, 737.0, 738.500)
(040, 737.0, 736.015)
(041, 765.4, 746.516)
(042, 737.0, 743.152)
(043, 737.0, 739.046)
(044, 765.4, 747.733)
(045, 765.4, 752.049)
(046, 765.4, 758.060)
(047, 765.4, 761.975)
(048, 765.4, 764.443)
(049, 737.0, 754.959)
(050, 737.0, 746.030)
(051, 765.4, 752.454)
(052, 765.4, 756.543)
(053, 765.4, 760.190)
(054, 765.4, 763.776)
(055, 765.4, 763.069)
(056, 737.0, 753.103)
(057, 737.0, 746.738)
(058, 737.0, 745.286)
(059, 737.0, 743.999)
(060, 765.4, 753.242)
(061, 737.0, 745.765)
(062, 765.4, 754.577)
(063, 765.4, 759.457)
(064, 765.4, 761.453)
(065, 765.4, 763.838)
(066, 765.4, 762.930)
(067, 765.4, 764.719)
(068, 737.0, 754.970)
(069, 765.4, 759.686)
(070, 765.4, 762.709)
(071, 765.4, 764.412)
(072, 765.4, 766.515)
(073, 765.4, 767.482)
(074, 737.0, 755.434)
(075, 737.0, 749.366)
(076, 737.0, 745.317)
(077, 737.0, 742.445)
(078, 737.0, 740.171)
(079, 737.0, 738.754)
(080, 737.0, 739.017)
(081, 737.0, 740.046)
(082, 737.0, 739.658)
(083, 737.0, 740.201)
(084, 737.0, 740.673)
(085, 737.0, 739.117)
(086, 737.0, 739.910)
(087, 737.0, 738.381)
(088, 737.0, 738.138)
(089, 765.4, 748.035)
(090, 765.4, 755.032)
(091, 765.4, 761.311)
(092, 737.0, 753.424)
(093, 737.0, 746.446)
(094, 765.4, 755.595)
(095, 765.4, 757.811)
(096, 765.4, 759.763)
(097, 765.4, 761.135)
(098, 737.0, 751.441)
(099, 737.0, 747.488)
(100, 765.4, 754.534)
(101, 765.4, 759.495)
(102, 765.4, 763.229)
(103, 765.4, 762.586)
(104, 737.0, 751.592)
(105, 737.0, 745.976)
(106, 737.0, 740.527)
(107, 765.4, 748.674)
(108, 765.4, 752.869)
(109, 765.4, 758.118)
(110, 737.0, 750.135)
(111, 737.0, 746.037)
(112, 765.4, 755.310)
(113, 765.4, 758.600)
(114, 765.4, 760.198)
(115, 765.4, 760.956)
(116, 737.0, 751.124)
(117, 737.0, 746.250)
(118, 737.0, 741.727)
(119, 765.4, 751.881)
(120, 765.4, 754.115)
(121, 765.4, 758.140)
(122, 737.0, 749.431)
(123, 737.0, 745.168)
(124, 737.0, 741.280)
(125, 765.4, 750.454)
(126, 765.4, 757.753)
(127, 737.0, 749.763)
(128, 737.0, 744.375)
(129, 737.0, 743.010)
(130, 737.0, 739.860)
(131, 737.0, 737.601)
(132, 765.4, 748.252)
(133, 765.4, 755.107)
(134, 737.0, 748.693)
(135, 737.0, 743.825)
(136, 737.0, 743.268)
(137, 765.4, 751.401)
(138, 765.4, 756.501)
(139, 765.4, 759.535)
(140, 765.4, 761.009)
(141, 737.0, 751.550)
(142, 737.0, 744.771)
(143, 765.4, 752.961)
(144, 765.4, 757.904)
(145, 765.4, 760.990)
(146, 765.4, 762.214)
(147, 737.0, 751.663)
(148, 737.0, 746.265)
(149, 737.0, 744.217)
(150, 765.4, 752.719)
