(001,1105.0)
(002,1086.5)
(003,1074.0)
(004,1073.0)
(005,1084.5)
(006,1182.0)
(007,1195.5)
(008,1187.5)
(009,1170.5)
(010,1155.0)
(011,1140.0)
(012,1128.5)
(013,1126.0)
(014,1128.5)
(015,1138.0)
(016,1191.5)
(017,1210.5)
(018,1222.5)
(019,1212.5)
(020,1162.5)
(021,1148.5)
(022,1123.0)
(023,1094.5)
(024,1081.0)
(025,1088.0)
(026,1182.0)
(027,1205.0)
(028,1211.0)
(029,1202.5)
(030,1182.0)
(031,1165.0)
(032,1145.0)
(033,1141.5)
(034,1140.0)
(035,1149.5)
(036,1161.0)
(037,1171.0)
(038,1185.0)
(039,1184.5)
(040,1179.5)
(041,1169.5)
(042,1166.0)
(043,1167.0)
(044,1171.0)
(045,1171.5)
(046,1170.5)
(047,1170.5)
(048,1172.5)
(049,1172.0)
(050,1177.5)
(051,1177.5)
(052,1173.5)
(053,1168.5)
(054,1161.0)
(055,1159.5)
(056,1160.0)
(057,1166.0)
(058,1178.5)
(059,1192.5)
(060,1198.0)
(061,1198.5)
(062,1186.5)
(063,1168.0)
(064,1158.0)
(065,1155.0)
(066,1156.5)
(067,1162.0)
(068,1170.0)
(069,1184.5)
(070,1190.5)
(071,1191.0)
(072,1185.0)
(073,1177.5)
(074,1172.0)
(075,1166.5)
(076,1164.0)
(077,1161.5)
(078,1166.5)
(079,1170.5)
(080,1185.5)
(081,1197.0)
(082,1203.0)
(083,1197.5)
(084,1189.0)
(085,1175.0)
(086,1170.0)
(087,1168.5)
(088,1168.0)
(089,1174.0)
(090,1183.0)
(091,1189.0)
(092,1191.0)
(093,1193.5)
(094,1192.5)
(095,1191.0)
(096,1186.5)
(097,1182.5)
(098,1180.5)
(099,1179.0)
(100,1181.0)
(101,1185.0)
(102,1190.0)
(103,1194.5)
(104,1195.0)
(105,1191.0)
(106,1184.5)
(107,1177.0)
(108,1173.5)
(109,1172.5)
(110,1179.5)
(111,1187.5)
(112,1189.5)
(113,1189.0)
(114,1187.5)
(115,1184.0)
(116,1183.5)
(117,1185.0)
(118,1189.0)
(119,1193.0)
(120,1192.0)
(121,1189.5)
(122,1186.0)
(123,1179.0)
(124,1175.5)
(125,1175.0)
(126,1177.0)
(127,1184.5)
(128,1192.0)
(129,1196.0)
(130,1197.5)
(131,1194.5)
(132,1184.5)
(133,1173.0)
(134,1169.5)
(135,1169.5)
(136,1171.0)
(137,1183.0)
(138,1191.0)
(139,1195.0)
(140,1199.0)
(141,1200.5)
(142,1197.0)
(143,1190.0)
(144,1182.0)
(145,1176.0)
(146,1176.5)
(147,1181.5)
(148,1185.0)
(149,1190.0)
(150,1192.5)
