(001, 458.5, N/A)
(002, 458.5, N/A)
(003, 458.5, N/A)
(004, 458.5, N/A)
(005, 458.5, N/A)
(006, 459.0, N/A)
(007, 459.0, N/A)
(008, 459.0, N/A)
(009, 458.5, N/A)
(010, 459.5, N/A)
(011, 459.5, 463.103)
(012, 459.5, 462.996)
(013, 459.5, 462.888)
(014, 459.5, 462.778)
(015, 460.5, 458.069)
(016, 460.0, 462.873)
(017, 457.0, 462.522)
(018, 457.0, 461.675)
(019, 460.5, 457.289)
(020, 463.0, 458.503)
(021, 466.5, 459.841)
(022, 461.0, 465.008)
(023, 456.0, 461.917)
(024, 453.5, 459.57)
(025, 458.5, 455.35)
(026, 463.0, 457.931)
(027, 462.0, 464.468)
(028, 459.0, 463.145)
(029, 456.0, 460.907)
(030, 459.0, 455.845)
(031, 462.5, 457.874)
(032, 464.0, 460.398)
(033, 459.5, 465.158)
(034, 455.5, 461.926)
(035, 454.5, 459.773)
(036, 457.5, 460.095)
(037, 461.5, 457.636)
(038, 462.5, 459.928)
(039, 462.0, 464.565)
(040, 462.0, 458.798)
(041, 457.5, 462.883)
(042, 456.0, 461.133)
(043, 457.0, 461.569)
(044, 461.5, 457.869)
(045, 463.5, 459.354)
(046, 461.0, 463.873)
(047, 457.0, 461.739)
(048, 457.0, 460.436)
(049, 459.5, 456.641)
(050, 461.0, 458.12)
(051, 460.0, 463.722)
(052, 459.5, 462.73)
(053, 457.5, 461.994)
(054, 459.5, 456.464)
(055, 460.0, 457.628)
(056, 461.0, 458.297)
(057, 461.0, 463.493)
(058, 458.5, 462.999)
(059, 459.0, 461.653)
(060, 460.0, 457.305)
(061, 460.0, 462.424)
(062, 459.5, 462.421)
(063, 458.5, 462.211)
(064, 461.5, 457.088)
(065, 461.5, 458.26)
(066, 461.0, 458.091)
(067, 460.0, 462.37)
(068, 458.5, 461.97)
(069, 458.5, 461.378)
(070, 460.5, 456.836)
(071, 459.5, 462.208)
(072, 461.5, 457.223)
(073, 460.5, 458.042)
(074, 458.5, 461.806)
(075, 459.0, 461.32)
(076, 461.5, 457.206)
(077, 461.0, 458.382)
(078, 459.5, 462.542)
(079, 456.5, 461.702)
(080, 457.0, 460.718)
(081, 461.0, 456.728)
(082, 461.5, 458.409)
(083, 461.0, 463.424)
(084, 458.5, 462.944)
(085, 456.5, 461.657)
(086, 458.5, 461.077)
(087, 461.0, 457.753)
(088, 461.5, 459.055)
(089, 460.0, 463.789)
(090, 457.5, 462.325)
(091, 459.0, 456.622)
(092, 461.5, 457.494)
(093, 460.5, 463.527)
(094, 461.0, 458.276)
(095, 458.0, 462.885)
(096, 459.0, 456.683)
(097, 461.0, 457.024)
(098, 459.5, 462.59)
(099, 460.5, 457.482)
(100, 457.5, 462.472)
(101, 457.5, 461.211)
(102, 460.0, 456.772)
(103, 460.5, 457.994)
(104, 460.5, 462.855)
(105, 459.0, 462.907)
(106, 458.0, 462.123)
(107, 460.5, 457.242)
(108, 460.5, 462.971)
(109, 460.5, 462.859)
(110, 457.5, 462.844)
(111, 459.0, 461.586)
(112, 459.5, 462.02)
(113, 461.5, 457.671)
(114, 461.5, 458.64)
(115, 456.5, 463.105)
(116, 457.0, 461.032)
(117, 460.0, 456.776)
(118, 461.5, 458.108)
(119, 460.5, 463.585)
(120, 459.0, 462.859)
(121, 457.0, 461.94)
(122, 457.5, 461.326)
(123, 461.0, 457.171)
(124, 461.5, 458.969)
(125, 459.5, 463.957)
(126, 458.0, 462.344)
(127, 457.0, 461.604)
(128, 459.5, 456.945)
(129, 460.5, 462.856)
(130, 460.5, 463.353)
(131, 460.5, 463.175)
(132, 460.0, 462.745)
(133, 460.5, 457.603)
(134, 461.5, 457.913)
(135, 460.5, 463.198)
(136, 457.0, 462.392)
(137, 457.5, 461.01)
(138, 461.0, 456.568)
(139, 463.5, 457.975)
(140, 462.5, 459.396)
(141, 460.5, 463.011)
(142, 456.5, 461.516)
(143, 457.0, 460.056)
(144, 460.5, 456.21)
(145, 461.5, 457.992)
(146, 460.5, 463.147)
(147, 458.5, 461.96)
(148, 455.5, 460.845)
(149, 457.0, 460.096)
(150, 461.0, 457.246)
