(001,276.5)
(002,279.0)
(003,282.0)
(004,280.5)
(005,276.0)
(006,274.0)
(007,280.5)
(008,279.0)
(009,277.0)
(010,280.5)
(011,284.0)
(012,279.5)
(013,272.0)
(014,270.0)
(015,278.0)
(016,289.0)
(017,285.5)
(018,273.0)
(019,267.0)
(020,266.0)
(021,274.0)
(022,290.5)
(023,290.5)
(024,275.5)
(025,267.0)
(026,269.5)
(027,278.0)
(028,289.5)
(029,279.5)
(030,270.5)
(031,263.5)
(032,269.5)
(033,278.0)
(034,282.0)
(035,275.5)
(036,272.5)
(037,273.5)
(038,276.5)
(039,276.5)
(040,273.5)
(041,272.0)
(042,271.0)
(043,274.0)
(044,276.5)
(045,275.5)
(046,273.5)
(047,273.5)
(048,277.0)
(049,279.0)
(050,274.5)
(051,271.5)
(052,272.5)
(053,277.5)
(054,278.0)
(055,273.0)
(056,268.5)
(057,271.0)
(058,274.5)
(059,279.5)
(060,279.0)
(061,272.0)
(062,265.5)
(063,271.0)
(064,277.0)
(065,279.0)
(066,278.0)
(067,273.5)
(068,271.0)
(069,271.5)
(070,275.0)
(071,276.0)
(072,276.0)
(073,273.0)
(074,273.0)
(075,274.5)
(076,276.0)
(077,277.0)
(078,277.0)
(079,272.5)
(080,270.0)
(081,272.5)
(082,274.5)
(083,275.0)
(084,274.5)
(085,270.5)
(086,270.5)
(087,273.5)
(088,276.0)
(089,275.5)
(090,274.0)
(091,271.5)
(092,272.0)
(093,275.5)
(094,276.5)
(095,273.5)
(096,270.5)
(097,270.5)
(098,274.0)
(099,278.0)
(100,277.0)
(101,272.5)
(102,271.0)
(103,272.5)
(104,278.0)
(105,280.5)
(106,276.0)
(107,272.0)
(108,271.0)
(109,273.0)
(110,276.5)
(111,276.5)
(112,274.0)
(113,270.5)
(114,272.0)
(115,275.0)
(116,277.5)
(117,278.0)
(118,274.0)
(119,270.5)
(120,271.5)
(121,274.0)
(122,276.0)
(123,276.5)
(124,274.5)
(125,273.0)
(126,272.0)
(127,273.5)
(128,277.0)
(129,278.0)
(130,275.5)
(131,273.0)
(132,270.5)
(133,271.0)
(134,274.5)
(135,278.5)
(136,276.0)
(137,272.5)
(138,270.0)
(139,271.0)
(140,274.0)
(141,277.0)
(142,276.0)
(143,272.5)
(144,271.5)
(145,272.5)
(146,273.5)
(147,274.5)
(148,275.0)
(149,273.0)
(150,273.0)
